pre	post	type	synapses
AIBL	RIGR	chemical	1
AIBL	RIML	chemical	1
AIBL	RIMR	chemical	26
AIBL	SAADL	chemical	3
AIBL	SAADR	chemical	1
AIBL	SMDDR	chemical	4
AIBL	SMDVR	chemical	9
AIBR	ADAL	chemical	1
AIBR	AQR	chemical	1
AIBR	AVAR	chemical	2
AIBR	AVBR	chemical	8
AIBR	AVER	chemical	1
AIBR	BAGR	chemical	1
AIBR	DVA	chemical	2
AIBR	DVC	chemical	1
AIBR	PVT	electrical	1
AIBR	RIAL	chemical	1
AIBR	RIBL	chemical	8
AIBR	RIML	chemical	24
AIBR	RIML	electrical	1
AIBR	RIMR	chemical	2
AIBR	RIMR	electrical	2
AIBR	RIVL	electrical	1
AIBR	RIVR	chemical	1
AIBR	RMFL	chemical	2
AIBR	SAADL	chemical	3
AIBR	SAADR	chemical	1
AIBR	SAAVR	chemical	2
AIBR	SIADL	chemical	1
AIBR	SIBVR	chemical	1
AIBR	SMDDL	chemical	2
AIBR	SMDVL	chemical	9
AIML	ADAL	chemical	1
AIML	AIAL	chemical	8
AIML	AIMR	chemical	1
AIML	AIMR	electrical	1
AIML	ALML	chemical	1
AIML	ASGL	chemical	7
AIML	ASHL	chemical	3
AIML	ASJL	chemical	1
AIML	ASKL	chemical	4
AIML	AVAL	chemical	1
AIML	AVBL	chemical	3
AIML	AVFL	chemical	4
AIML	AVFR	chemical	3
AIML	AWBL	chemical	2
AIML	CEPshDR	chemical	1
AIML	CEPshVL	chemical	3
AIML	CEPVL	chemical	1
AIML	HSNL	chemical	2
AIML	PVNL	chemical	1
AIML	RID	chemical	2
AIML	SDQL	chemical	1
AIML	SIADR	chemical	1
AIML	SIBVR	electrical	1
AIML	SMBDR	chemical	1
AIML	SMBVL	chemical	1
AIMR	AIAR	chemical	7
AIMR	AIMR	chemical	1
AIMR	AIYR	chemical	1
AIMR	AIZR	chemical	1
AIMR	ASGR	chemical	6
AIMR	ASHR	chemical	1
AIMR	ASKR	chemical	2
AIMR	AVDR	chemical	2
AIMR	AVFL	chemical	1
AIMR	AVFR	chemical	2
AIMR	AVJR	chemical	1
AIMR	CEPshDR	chemical	1
AIMR	CEPshVR	chemical	1
AIMR	HSNL	chemical	1
AIMR	PVNL	chemical	1
AIMR	RICR	chemical	1
AIMR	RIFL	chemical	2
AIMR	RMGR	chemical	1
AIMR	SIBDL	electrical	1
AIMR	URXR	chemical	1
AINL	AFDL	chemical	2
AINL	AFDR	chemical	7
AINL	AIBL	chemical	1
AINL	AIBR	chemical	1
AINL	ASEL	chemical	1
AINL	AUAR	chemical	1
AINL	BAGL	chemical	9
AINL	CEPshVL	chemical	1
AINL	CEPshVR	chemical	6
AINL	CEPVR	chemical	1
AINL	RIAR	chemical	1
AINL	RIBL	chemical	1
AINL	RIBR	chemical	4
AINL	RIMR	chemical	3
AINL	URXR	chemical	1
AINR	AFDL	chemical	7
AINR	AIAL	electrical	1
AINR	AIBR	chemical	2
AINR	AINL	electrical	2
AINR	ASER	chemical	2
AINR	AUAL	chemical	5
AINR	AUAR	chemical	1
AINR	AWCR	chemical	1
AINR	BAGR	chemical	10
AINR	CEPshVL	chemical	3
AINR	CEPshVR	chemical	1
AINR	CEPVL	chemical	2
AINR	RIBL	chemical	8
AINR	RIBR	chemical	2
AINR	RID	chemical	1
AINR	RIML	chemical	1
AIYL	AFDL	chemical	1
AIYL	AIYR	electrical	1
AIYL	AIZL	chemical	10
AIYL	AIZR	chemical	1
AIYL	AWBL	electrical	2
AIYL	RIAL	chemical	6
AIYL	RIBL	chemical	4
AIYL	RIBL	electrical	1
AIYR	ADFR	chemical	2
AIYR	AFDR	chemical	1
AIYR	AIBR	chemical	1
AIYR	AIYL	chemical	1
AIYR	AIZR	chemical	15
AIYR	ASER	chemical	4
AIYR	AWAR	chemical	1
AIYR	AWCL	chemical	1
AIYR	BAGL	chemical	1
AIYR	RIAR	chemical	5
AIYR	RIBR	chemical	8
AIYR	RIR	chemical	1
AIZL	ADFL	chemical	1
AIZL	AIAL	chemical	5
AIZL	AIBL	chemical	3
AIZL	AIBR	chemical	23
AIZL	AIZR	electrical	3
AIZL	ASEL	chemical	2
AIZL	ASER	electrical	2
AIZL	ASHL	electrical	2
AIZL	AUAL	electrical	1
AIZL	AVEL	chemical	5
AIZL	AVER	chemical	10
AIZL	AWAL	chemical	2
AIZL	AWBL	chemical	1
AIZL	BAGR	chemical	1
AIZL	RIAL	chemical	12
AIZL	RIML	chemical	12
AIZL	SMBDL	chemical	11
AIZL	SMBVL	chemical	13
AIZL	URYDL	chemical	1
AIZR	AFDR	chemical	1
AIZR	AIAR	chemical	5
AIZR	AIBL	chemical	18
AIZR	AIBR	chemical	2
AIZR	ASER	chemical	1
AIZR	ASGR	electrical	1
AIZR	ASHL	electrical	1
AIZR	AVEL	chemical	7
AIZR	AVER	chemical	2
AIZR	AWCL	chemical	3
AIZR	AWCL	electrical	1
AIZR	AWCR	electrical	3
AIZR	BAGL	chemical	1
AIZR	DVA	chemical	1
AIZR	RIAL	chemical	1
AIZR	RIAR	chemical	11
AIZR	RIMR	chemical	12
AIZR	SMBDL	chemical	1
AIZR	SMBDR	chemical	16
AIZR	SMBVR	chemical	15
ALA	ADLL	chemical	1
ALA	AVEL	chemical	3
ALA	AVER	chemical	4
ALA	BDUL	chemical	1
ALA	CEPshVL	chemical	1
ALA	CEPshVR	chemical	1
ALA	PVNL	chemical	1
ALML	BDUL	chemical	10
ALML	CEPDL	chemical	1
ALML	CEPVL	chemical	5
ALML	PVCL	chemical	5
ALML	PVNL	chemical	1
ALML	PVNR	chemical	1
ALML	PVR	chemical	1
ALML	PVR	electrical	2
ALML	RMDDR	chemical	1
ALML	SMBDR	chemical	1
ALMR	ALNR	chemical	1
ALMR	AVBR	chemical	1
ALMR	AVDL	chemical	1
ALMR	BDUR	chemical	6
ALMR	CEPDR	chemical	4
ALMR	CEPVR	chemical	4
ALMR	PVCR	chemical	7
ALMR	PVR	chemical	1
ALMR	PVR	electrical	1
ALMR	SDQR	chemical	1
ALNL	RIAL	chemical	1
ALNL	RIVR	chemical	2
ALNL	RMGL	chemical	2
ALNL	SAAVL	chemical	9
ALNL	SMBDR	chemical	4
ALNL	SMDVR	chemical	1
ALNR	BWM-DR06	chemical	1
ALNR	RIGR	chemical	1
ALNR	RIVL	chemical	2
ALNR	RMHL	chemical	1
ALNR	SAADR	chemical	1
ALNR	SAAVR	chemical	11
ALNR	SMBDL	chemical	4
ALNR	SMDDL	chemical	1
ALNR	SMDVL	chemical	1
ALNR	SMDVR	chemical	1
AQR	ADER	chemical	1
AQR	AIBR	chemical	1
AQR	AVAL	chemical	3
AQR	AVAR	chemical	5
AQR	AVBL	chemical	5
AQR	AVBR	chemical	6
AQR	AVDL	chemical	2
AQR	AVHL	chemical	1
AQR	BAGL	chemical	4
AQR	BAGR	chemical	4
AQR	DVA	chemical	2
AQR	PVCL	chemical	2
AQR	PVCR	chemical	4
AQR	PVPL	electrical	2
AQR	RIAL	chemical	5
AQR	RIAR	chemical	5
AQR	RIGR	electrical	1
AQR	RIR	chemical	3
AQR	SDQL	chemical	1
ASEL	ADLL	chemical	2
ASEL	AFDL	chemical	1
ASEL	AFDR	chemical	1
ASEL	AIAL	chemical	2
ASEL	AIAR	chemical	2
ASEL	AIBL	chemical	18
ASEL	AIBR	chemical	5
ASEL	AINL	chemical	1
ASEL	AIYL	chemical	13
ASEL	AIYR	chemical	5
ASEL	AWCL	chemical	8
ASEL	RIAR	chemical	2
ASER	AFDL	chemical	4
ASER	AFDR	chemical	2
ASER	AIAR	chemical	1
ASER	AIBL	chemical	5
ASER	AIBR	chemical	12
ASER	AIYL	chemical	13
ASER	AIYR	chemical	16
ASER	AIZR	chemical	1
ASER	ASEL	chemical	1
ASER	ASER	chemical	1
ASER	ASIR	chemical	1
ASER	AWAR	chemical	2
ASER	AWCL	chemical	2
ASER	AWCR	chemical	1
ASER	BAGR	chemical	1
ASER	HSNR	chemical	1
ASER	PVQR	chemical	1
ASER	RIAL	chemical	3
ASGL	AIAL	chemical	12
ASGL	AIBL	chemical	2
ASGL	AIBL	electrical	1
ASGL	ASJL	chemical	1
ASGL	CEPshVL	electrical	1
ASGR	AIAR	chemical	17
ASGR	AIBR	chemical	5
ASGR	AIMR	chemical	2
ASGR	AIYR	electrical	1
ASGR	AWCL	chemical	1
ASHL	ADAL	chemical	1
ASHL	ADFL	chemical	1
ASHL	ADLL	chemical	3
ASHL	AIAL	chemical	15
ASHL	AIBL	chemical	4
ASHL	AIYL	chemical	1
ASHL	ASHL	chemical	1
ASHL	ASKL	chemical	1
ASHL	AVAL	chemical	8
ASHL	AVBL	chemical	8
ASHL	AVDL	chemical	2
ASHL	AVDR	chemical	14
ASHL	AVFR	chemical	1
ASHL	AVHR	chemical	1
ASHL	AVJL	chemical	1
ASHL	AVJR	chemical	2
ASHL	AWAL	chemical	1
ASHL	AWBL	chemical	2
ASHL	HSNL	chemical	1
ASHL	HSNR	chemical	5
ASHL	PVNL	chemical	4
ASHL	RMGL	electrical	1
ASHR	ADAR	chemical	5
ASHR	ADFR	chemical	3
ASHR	AIAR	chemical	13
ASHR	AIBR	chemical	10
ASHR	AIYR	chemical	1
ASHR	AIZR	electrical	2
ASHR	AVAR	chemical	6
ASHR	AVBR	chemical	15
ASHR	AVDL	chemical	3
ASHR	AVDR	chemical	3
ASHR	AVER	chemical	1
ASHR	AVFR	chemical	1
ASHR	AVHL	chemical	3
ASHR	AVJL	chemical	2
ASHR	AWBR	chemical	2
ASHR	HSNR	chemical	1
ASHR	RIAR	chemical	3
ASHR	RIFR	chemical	1
ASIL	AFDL	chemical	1
ASIL	AIAL	chemical	8
ASIL	AIBL	chemical	5
ASIL	AIYL	chemical	1
ASIL	ASGL	chemical	1
ASIL	AWAL	chemical	2
ASIL	AWCL	chemical	8
ASIL	AWCR	chemical	4
ASIL	BAGR	chemical	1
ASIL	CEPshDL	chemical	2
ASIL	CEPshVL	chemical	1
ASIL	RIAL	chemical	1
ASIR	AIAR	chemical	4
ASIR	AIBR	chemical	7
ASIR	ASGR	chemical	4
ASIR	ASIL	electrical	1
ASIR	ASKR	chemical	2
ASIR	AWAR	chemical	1
ASIR	AWCL	chemical	7
ASIR	AWCR	chemical	15
ASIR	CEPshVR	chemical	1
ASIR	RIAR	chemical	1
ASJL	AIAL	chemical	1
ASJL	ASGL	chemical	1
ASJL	ASKL	chemical	1
ASJL	CEPshVL	chemical	1
ASJL	HSNR	chemical	1
ASJL	PVQL	chemical	11
ASJR	ASJL	electrical	1
ASJR	ASKR	chemical	10
ASJR	HSNR	chemical	1
ASJR	PVNL	chemical	1
ASJR	PVQR	chemical	13
ASKL	ADLL	chemical	1
ASKL	AIAL	chemical	21
ASKL	AIAR	chemical	2
ASKL	AIBL	chemical	10
ASKL	AIML	chemical	6
ASKL	AINL	chemical	2
ASKL	ASGL	chemical	1
ASKL	ASIL	chemical	1
ASKR	ADLR	chemical	3
ASKR	AIAR	chemical	19
ASKR	AIBR	chemical	5
ASKR	AIMR	chemical	6
ASKR	ASHR	chemical	1
ASKR	AVDR	chemical	1
ASKR	AVJR	chemical	1
ASKR	HSNL	chemical	2
ASKR	HSNR	chemical	1
ASKR	PVNL	chemical	1
ASKR	RMGR	chemical	1
AUAL	AVAL	chemical	6
AUAL	AVDR	chemical	1
AUAL	AVEL	chemical	10
AUAL	RIAL	chemical	17
AUAL	RIBL	chemical	22
AUAL	SAAVL	chemical	1
AUAL	URXL	chemical	3
AUAR	AVAR	chemical	5
AUAR	AVDL	chemical	1
AUAR	AVER	chemical	11
AUAR	BAGL	chemical	1
AUAR	RIAR	chemical	15
AUAR	RIBR	chemical	21
AVAL	AVAR	electrical	1
AVAL	AVEL	electrical	1
AVAL	URYDL	electrical	1
AVAL	URYVL	electrical	1
AVAL	URYVR	electrical	1
AVAR	URYDR	electrical	1
AVBL	AVBR	electrical	3
AVBL	PVCR	electrical	1
AVBL	RIBR	electrical	1
AVBL	SIBVR	electrical	1
AVBR	DVA	electrical	1
AVBR	PVCR	electrical	1
AVBR	PVPR	electrical	1
AVBR	RIBL	electrical	1
AVBR	RID	electrical	1
AVDL	ADAL	electrical	1
AVDL	ADAR	electrical	2
AVDL	AVDR	electrical	1
AVDL	AVM	electrical	1
AVDR	ADAR	electrical	1
AVDR	ALMR	electrical	1
AVDR	AVM	electrical	1
AVEL	CEPVL	electrical	1
AVEL	OLQDR	electrical	1
AVEL	OLQVR	electrical	1
AVEL	URYVR	electrical	1
AVER	AVAR	electrical	1
AVER	OLQDL	electrical	1
AVER	RMDVR	electrical	1
AVER	URYVL	electrical	1
AVFL	AIMR	chemical	1
AVFL	AQR	chemical	1
AVFL	AVBR	chemical	5
AVFL	AVER	chemical	1
AVFL	AVFR	chemical	2
AVFL	AVJL	chemical	1
AVFL	DVA	chemical	3
AVFL	HSNL	chemical	2
AVFL	HSNR	chemical	1
AVFL	PVNR	chemical	2
AVFL	RIFL	chemical	1
AVFR	ADAL	chemical	1
AVFR	AVBR	chemical	1
AVFR	AVFL	chemical	1
AVFR	AVJL	chemical	1
AVFR	AVM	chemical	1
AVFR	AWAL	chemical	1
AVFR	AWBL	chemical	1
AVFR	BDUL	chemical	2
AVFR	HSNR	chemical	1
AVFR	PVNL	chemical	2
AVFR	PVNR	chemical	2
AVFR	PVQR	chemical	1
AVFR	RIFR	chemical	1
AVFR	SIAVL	chemical	1
AVFR	SMDVR	chemical	1
AVHL	ADFR	chemical	2
AVHL	AIAR	chemical	1
AVHL	AQR	chemical	2
AVHL	ASHR	chemical	1
AVHL	AVAR	chemical	1
AVHL	AVBL	chemical	1
AVHL	AVJL	chemical	1
AVHL	AWBR	chemical	3
AVHL	BAGL	chemical	1
AVHL	DVA	chemical	2
AVHL	PVCR	chemical	1
AVHL	PVPR	chemical	3
AVHL	RIR	chemical	3
AVHL	RIVL	chemical	1
AVHL	SMBDR	chemical	1
AVHL	SMBVR	chemical	3
AVHL	SMDVL	chemical	1
AVHR	ADFL	chemical	1
AVHR	ADLL	chemical	1
AVHR	AIBL	chemical	1
AVHR	AINR	chemical	1
AVHR	ASHL	chemical	1
AVHR	AVAL	chemical	2
AVHR	AVHL	chemical	1
AVHR	AVJR	chemical	1
AVHR	AVM	chemical	1
AVHR	AWBL	chemical	2
AVHR	BDUL	chemical	1
AVHR	DVA	chemical	3
AVHR	PVCL	chemical	1
AVHR	PVPL	chemical	4
AVHR	RIFL	chemical	1
AVHR	RIML	chemical	1
AVHR	RIR	chemical	4
AVHR	RIVR	chemical	2
AVHR	SIAVL	chemical	1
AVHR	SMBDL	chemical	1
AVHR	SMBVL	chemical	1
AVHR	SMDVR	chemical	1
AVHR	URXL	chemical	2
AVJL	ADAR	chemical	1
AVJL	AVAR	chemical	1
AVJL	AVBL	chemical	1
AVJL	AVBR	chemical	6
AVJL	AVM	chemical	1
AVJL	PVCR	chemical	3
AVJR	AVBL	chemical	3
AVJR	AVBR	chemical	1
AVJR	AVM	chemical	1
AVJR	PVCL	chemical	4
AVJR	PVCR	chemical	1
AVJR	RID	chemical	2
AVJR	RIS	chemical	1
AVKL	AQR	electrical	1
AVKL	AVBL	chemical	1
AVKL	AVEL	chemical	3
AVKL	AVER	chemical	3
AVKL	AVKR	electrical	2
AVKL	AVL	chemical	1
AVKL	DVC	chemical	1
AVKL	RIGL	electrical	1
AVKL	RIGR	chemical	4
AVKL	RIGR	electrical	2
AVKL	RIML	chemical	4
AVKL	RIMR	chemical	4
AVKL	RIS	chemical	1
AVKL	RIVL	chemical	1
AVKL	RMDL	chemical	1
AVKL	RMFL	chemical	1
AVKL	SAADR	chemical	2
AVKL	SAAVR	chemical	1
AVKL	SMBDR	chemical	1
AVKL	SMBVL	electrical	1
AVKL	SMBVR	electrical	1
AVKL	SMDDL	chemical	2
AVKL	SMDVL	chemical	1
AVKR	AIBL	chemical	1
AVKR	AIBR	chemical	2
AVKR	AQR	electrical	1
AVKR	AVEL	chemical	1
AVKR	AVER	chemical	1
AVKR	AVL	chemical	2
AVKR	DVC	chemical	1
AVKR	RICL	electrical	2
AVKR	RIGL	chemical	1
AVKR	RIGR	electrical	1
AVKR	RIML	chemical	3
AVKR	RIMR	chemical	3
AVKR	RIS	chemical	5
AVKR	RIVL	chemical	1
AVKR	RIVR	chemical	1
AVKR	RMDR	chemical	5
AVKR	RMFR	chemical	1
AVKR	SAADL	chemical	2
AVKR	SAAVL	chemical	2
AVKR	SMBDR	electrical	1
AVKR	SMBVR	electrical	1
AVKR	SMDVL	chemical	1
AVKR	SMDVR	chemical	2
AVL	PVT	chemical	1
AVL	RIS	chemical	1
AVL	RMER	chemical	1
AVM	ALML	electrical	1
AVM	ALMR	electrical	1
AVM	AVBL	chemical	6
AVM	AVBR	chemical	8
AVM	AVDL	chemical	2
AVM	AVDR	chemical	1
AVM	AVJL	chemical	3
AVM	AVJR	chemical	2
AVM	BDUR	chemical	6
AVM	PVCL	chemical	2
AVM	PVCR	chemical	11
AVM	PVNR	chemical	1
AWAL	ADLL	chemical	1
AWAL	AFDL	chemical	5
AWAL	AIAL	chemical	2
AWAL	AIBL	chemical	1
AWAL	AIYL	chemical	5
AWAL	AIZL	chemical	13
AWAL	ASEL	chemical	5
AWAL	ASHL	chemical	2
AWAL	ASKL	chemical	1
AWAL	AUAL	chemical	1
AWAL	AWBL	chemical	2
AWAL	HSNR	chemical	1
AWAL	RIFL	chemical	2
AWAR	ADAR	chemical	1
AWAR	ADFR	chemical	3
AWAR	AFDR	chemical	4
AWAR	AIAR	chemical	2
AWAR	AIYR	chemical	2
AWAR	AIZR	chemical	13
AWAR	ASER	chemical	5
AWAR	ASHR	chemical	1
AWAR	ASKR	chemical	1
AWAR	AUAR	chemical	1
AWAR	AWAL	electrical	1
AWAR	AWBR	chemical	7
AWAR	RIFR	chemical	3
AWBL	ADFL	chemical	12
AWBL	ADFR	chemical	1
AWBL	AIAL	chemical	1
AWBL	AIYL	chemical	1
AWBL	AIZL	chemical	7
AWBL	ASEL	chemical	1
AWBL	AUAL	electrical	1
AWBL	RIAL	chemical	1
AWBL	SIAVL	chemical	1
AWBL	SMBDL	chemical	1
AWBR	ADFR	chemical	10
AWBR	AIZR	chemical	6
AWBR	AUAR	chemical	1
AWBR	AWAR	chemical	2
AWBR	AWBL	electrical	1
AWBR	HSNR	chemical	1
AWBR	RIAR	chemical	2
AWBR	RIBR	chemical	1
AWBR	RIGR	chemical	2
AWBR	RMGR	electrical	1
AWBR	SIBDR	chemical	1
AWBR	SMBVR	chemical	2
AWCL	AIAL	chemical	6
AWCL	AIAR	chemical	9
AWCL	AIBL	chemical	5
AWCL	AIBR	chemical	3
AWCL	AIYL	chemical	4
AWCL	AIYR	chemical	2
AWCL	AIZR	chemical	1
AWCL	ASER	chemical	1
AWCL	AWCR	chemical	11
AWCR	AIAL	chemical	4
AWCR	AIAR	chemical	3
AWCR	AIBL	chemical	9
AWCR	AIBR	chemical	5
AWCR	AIYL	chemical	5
AWCR	AIYR	chemical	14
AWCR	AIZL	chemical	1
AWCR	ASEL	chemical	1
AWCR	ASER	chemical	5
AWCR	ASIR	chemical	1
AWCR	ASKL	chemical	1
AWCR	AWCL	chemical	13
AWCR	BAGL	chemical	2
AWCR	BAGR	chemical	1
AWCR	IL2R	chemical	1
AWCR	OLLR	chemical	1
BAGL	AIBR	chemical	1
BAGL	AVAR	chemical	2
BAGL	AVER	chemical	6
BAGL	BAGR	electrical	1
BAGL	RIAR	chemical	11
BAGL	RIBR	chemical	9
BAGL	RIGR	chemical	5
BAGL	RMFR	chemical	2
BAGR	AIBL	chemical	2
BAGR	AIYL	chemical	2
BAGR	AVAL	chemical	2
BAGR	AVDL	chemical	1
BAGR	AVEL	chemical	5
BAGR	PVPL	chemical	2
BAGR	RIAL	chemical	15
BAGR	RIBL	chemical	10
BAGR	RID	chemical	2
BAGR	RIGL	chemical	6
BAGR	RIGR	chemical	1
BAGR	RMFL	chemical	7
BAGR	URXL	chemical	2
BDUL	ALML	chemical	2
BDUL	AVFR	chemical	1
BDUL	AVHL	chemical	2
BDUL	AVJL	chemical	2
BDUL	AVJR	chemical	2
BDUL	AVM	chemical	1
BDUL	PLNL	chemical	1
BDUL	PVCL	chemical	2
BDUL	PVCR	chemical	1
BDUL	PVNR	chemical	1
BDUL	PVQL	chemical	1
BDUL	RID	chemical	3
BDUL	URADL	chemical	1
BDUR	ALMR	chemical	5
BDUR	AVBR	chemical	2
BDUR	AVJL	chemical	4
BDUR	BDUL	electrical	1
BDUR	HSNR	chemical	3
BDUR	IL2DR	chemical	1
BDUR	PVCR	chemical	1
BDUR	PVNL	chemical	3
BDUR	PVNR	chemical	3
BDUR	PVNR	electrical	1
BDUR	RIFR	chemical	4
BDUR	URADR	chemical	1
BWM-DL05	BWM-DR05	electrical	1
