pre	post	type	synapses
RIS	AVKL	chemical	9
RIS	AVKR	chemical	9
RIS	CEPDL	chemical	4
RIS	CEPshDL	chemical	2
RIS	CEPVL	chemical	3
RIS	CEPVR	chemical	2
RIS	OLQDR	chemical	1
RIS	RIBL	chemical	11
RIS	RIBR	chemical	11
RIS	RICL	chemical	1
RIS	RIML	chemical	9
RIS	RIMR	chemical	8
RIS	RMDL	chemical	1
RIS	RMDR	chemical	2
RIS	RMEV	chemical	1
RIS	RMFL	chemical	1
RIS	SMDDL	chemical	2
RIS	SMDDR	chemical	2
RIS	SMDVL	chemical	1
RIS	URYDL	chemical	2
RIS	URYDR	chemical	2
RIS	URYVL	chemical	2
RIVL	ADEL	chemical	1
RIVL	AIBL	electrical	1
RIVL	BWM-VL07	chemical	1
RIVL	BWM-VR03	chemical	1
RIVL	BWM-VR04	chemical	4
RIVL	BWM-VR05	chemical	4
RIVL	BWM-VR06	chemical	4
RIVL	BWM-VR07	chemical	5
RIVL	BWM-VR08	chemical	1
RIVL	excgl	chemical	2
RIVL	RIAL	chemical	5
RIVL	RIAR	chemical	3
RIVL	RIBL	electrical	1
RIVL	RMDDR	chemical	2
RIVL	RMDL	chemical	1
RIVL	RMDVL	chemical	3
RIVL	SAADR	chemical	4
RIVL	SIAVR	chemical	6
RIVL	SMDDR	chemical	2
RIVL	SMDVL	chemical	2
RIVL	SMDVL	electrical	1
RIVR	BWM-VL04	chemical	1
RIVR	BWM-VL05	chemical	5
RIVR	BWM-VL06	chemical	5
RIVR	BWM-VL07	chemical	6
RIVR	BWM-VL08	chemical	6
RIVR	RIAL	chemical	1
RIVR	RIAR	chemical	3
RIVR	RMDDL	chemical	2
RIVR	RMDR	chemical	2
RIVR	RMDVR	chemical	7
RIVR	RMGL	chemical	1
RIVR	SAADL	chemical	2
RIVR	SIAVL	chemical	10
RIVR	SMDDL	chemical	1
RIVR	SMDVR	chemical	1
RMDDL	BWM-DL01	chemical	1
RMDDL	BWM-DL03	chemical	3
RMDDL	BWM-DL05	chemical	1
RMDDL	BWM-DR01	chemical	7
RMDDL	BWM-DR02	chemical	5
RMDDL	BWM-DR02	electrical	1
RMDDL	BWM-DR03	chemical	8
RMDDL	BWM-DR04	chemical	8
RMDDL	BWM-DR05	chemical	7
RMDDL	BWM-DR07	chemical	3
RMDDL	OLQVL	electrical	1
RMDDL	RIAR	electrical	1
RMDDL	RMDL	electrical	2
RMDDL	RMDVR	chemical	11
RMDDL	RMEV	chemical	3
RMDDL	SAADL	electrical	2
RMDDL	SIAVR	electrical	1
RMDDL	URADR	chemical	1
RMDDL	URYDR	chemical	1
RMDDR	BWM-DL01	chemical	5
RMDDR	BWM-DL02	chemical	9
RMDDR	BWM-DL02	electrical	1
RMDDR	BWM-DL03	chemical	5
RMDDR	BWM-DL04	chemical	6
RMDDR	BWM-DL05	chemical	3
RMDDR	BWM-DL07	chemical	1
RMDDR	BWM-DR03	chemical	1
RMDDR	BWM-DR05	chemical	3
RMDDR	OLQVR	electrical	1
RMDDR	RMDDL	chemical	1
RMDDR	RMDDL	electrical	2
RMDDR	RMDDR	chemical	2
RMDDR	RMDR	electrical	1
RMDDR	RMDVL	chemical	11
RMDDR	RMDVR	electrical	1
RMDDR	RMED	chemical	2
RMDDR	RMEV	chemical	1
RMDDR	SAADR	electrical	2
RMDDR	SIBDR	electrical	1
RMDDR	SMBDR	chemical	1
RMDDR	SMDDR	electrical	1
RMDDR	URYDL	chemical	1
RMDL	ADER	chemical	1
RMDL	AVEL	chemical	1
RMDL	BWM-DR02	chemical	1
RMDL	BWM-DR04	chemical	6
RMDL	BWM-DR06	chemical	1
RMDL	BWM-DR08	chemical	1
RMDL	BWM-VR02	chemical	2
RMDL	BWM-VR04	chemical	9
RMDL	BWM-VR06	chemical	1
RMDL	IL1R	chemical	3
RMDL	RIAL	chemical	15
RMDL	RIAR	chemical	8
RMDL	RIAR	electrical	1
RMDL	RIML	chemical	1
RMDL	RIVL	chemical	1
RMDL	RMDDR	chemical	3
RMDL	RMDR	chemical	12
RMDL	RMEL	chemical	2
RMDL	RMEL	electrical	1
RMDL	RMFL	chemical	5
RMDL	RMHL	chemical	1
RMDL	RMHL	electrical	1
RMDL	SIBDR	chemical	1
RMDL	SMBVR	chemical	1
RMDL	SMDVL	chemical	2
RMDR	BWM-DL02	chemical	2
RMDR	BWM-DL04	chemical	5
RMDR	BWM-DL06	chemical	2
RMDR	BWM-VL02	chemical	5
RMDR	BWM-VL04	chemical	5
RMDR	BWM-VL06	chemical	1
RMDR	IL1L	chemical	1
RMDR	RIAL	chemical	7
RMDR	RIAR	chemical	14
RMDR	RMDDL	chemical	2
RMDR	RMDDR	chemical	1
RMDR	RMDL	chemical	7
RMDR	RMDVL	chemical	1
RMDR	RMDVR	chemical	1
RMDR	RMER	chemical	2
RMDR	RMHR	chemical	3
RMDR	SMDDR	chemical	1
RMDVL	BWM-DR02	chemical	1
RMDVL	BWM-VL01	chemical	1
RMDVL	BWM-VL03	chemical	2
RMDVL	BWM-VL05	chemical	1
RMDVL	BWM-VR01	chemical	2
RMDVL	BWM-VR02	chemical	6
RMDVL	BWM-VR02	electrical	1
RMDVL	BWM-VR03	chemical	8
RMDVL	BWM-VR04	chemical	9
RMDVL	BWM-VR05	chemical	8
RMDVL	BWM-VR05	electrical	1
RMDVL	BWM-VR06	chemical	2
RMDVL	BWM-VR07	chemical	4
RMDVL	IL1VR	chemical	1
RMDVL	RMDDL	electrical	1
RMDVL	RMDDR	chemical	11
RMDVL	RMDL	electrical	1
RMDVL	RMDVR	electrical	1
RMDVL	RMED	chemical	1
RMDVL	SIBDR	chemical	1
RMDVL	SMBVR	chemical	1
RMDVL	SMDVL	electrical	1
RMDVR	BWM-VL01	chemical	8
RMDVR	BWM-VL02	chemical	4
RMDVR	BWM-VL03	chemical	9
RMDVR	BWM-VL03	electrical	1
RMDVR	BWM-VL04	chemical	9
RMDVR	BWM-VL05	chemical	7
RMDVR	BWM-VL06	chemical	3
RMDVR	BWM-VL07	chemical	2
RMDVR	BWM-VR03	chemical	2
RMDVR	BWM-VR05	chemical	3
RMDVR	BWM-VR05	electrical	1
RMDVR	RMDDL	chemical	10
RMDVR	RMDR	electrical	2
RMDVR	RMDVL	chemical	4
RMDVR	RMED	chemical	3
RMDVR	SAAVR	electrical	2
RMDVR	SMBVL	chemical	2
RMDVR	SMDVR	electrical	1
RMED	BWM-VL01	chemical	11
RMED	BWM-VL03	chemical	6
RMED	BWM-VL05	chemical	2
RMED	BWM-VR01	chemical	11
RMED	BWM-VR03	chemical	8
RMED	BWM-VR05	chemical	3
RMED	IL1VL	electrical	1
RMED	RMDVL	chemical	1
RMED	RMEL	electrical	1
RMED	RMER	electrical	1
RMED	SMDDL	chemical	1
RMED	SMDDR	chemical	2
RMEL	BWM-DR02	chemical	6
RMEL	BWM-DR04	chemical	4
RMEL	BWM-VR02	chemical	19
RMEL	BWM-VR04	chemical	8
RMEL	IL1R	chemical	1
RMEL	RMEL	chemical	2
RMEL	RMEV	electrical	1
RMER	BWM-DL02	chemical	16
RMER	BWM-DL04	chemical	3
RMER	BWM-VL02	chemical	12
RMER	BWM-VL04	chemical	1
RMER	RMEV	electrical	1
RMEV	BWM-DL01	chemical	8
RMEV	BWM-DL03	chemical	9
RMEV	BWM-DR01	chemical	8
RMEV	BWM-DR02	chemical	1
RMEV	BWM-DR03	chemical	7
RMEV	BWM-DR05	chemical	4
RMEV	RMDDR	chemical	1
RMEV	SMDVL	chemical	2
RMEV	SMDVR	chemical	1
RMFL	AVKL	chemical	7
RMFL	AVKR	chemical	10
RMFL	AWCL	chemical	1
RMFL	BAGL	chemical	2
RMFL	BWM-DR02	chemical	5
RMFL	BWM-DR04	chemical	5
RMFL	BWM-VR02	chemical	4
RMFL	BWM-VR04	chemical	3
RMFL	CEPshVR	chemical	1
RMFL	CEPVR	chemical	1
RMFL	PVT	chemical	1
RMFL	RIML	chemical	1
RMFL	RMDL	chemical	4
RMFL	RMDL	electrical	1
RMFL	RMDR	chemical	9
RMFL	RMEL	chemical	1
RMFL	RMGR	electrical	1
RMFL	RMHL	chemical	5
RMFR	AIBR	chemical	1
RMFR	AVEL	chemical	1
RMFR	AVKL	chemical	9
RMFR	AVKR	chemical	4
RMFR	BAGR	chemical	1
RMFR	BWM-DL02	chemical	12
RMFR	BWM-DL04	chemical	4
RMFR	BWM-VL02	chemical	6
RMFR	BWM-VL04	chemical	5
RMFR	CEPDL	chemical	1
RMFR	DVC	chemical	1
RMFR	IL1L	chemical	1
RMFR	RIGL	chemical	3
RMFR	RIS	chemical	2
RMFR	RIVR	chemical	1
RMFR	RMDL	chemical	9
RMFR	RMDR	chemical	2
RMFR	RMDR	electrical	1
RMFR	RMDVL	chemical	1
RMFR	RMGL	chemical	1
RMFR	RMHR	chemical	6
RMGL	AIML	chemical	1
RMGL	AIML	electrical	1
RMGL	ALML	chemical	1
RMGL	AVAL	chemical	1
RMGL	AVBL	chemical	2
RMGL	AVEL	chemical	2
RMGL	AVJR	chemical	1
RMGL	BWM-DL04	chemical	3
RMGL	BWM-DL06	chemical	3
RMGL	BWM-DL08	chemical	3
RMGL	BWM-VL06	chemical	3
RMGL	BWM-VL08	chemical	3
RMGL	IL2L	chemical	1
RMGL	IL2L	electrical	1
RMGL	RID	chemical	2
RMGL	RMDL	chemical	4
RMGL	RMDR	chemical	5
RMGL	RMDR	electrical	1
RMGL	RMDVL	chemical	2
RMGL	RMDVR	chemical	1
RMGL	RMHL	electrical	2
RMGL	SAADR	chemical	1
RMGL	SAAVL	chemical	1
RMGL	SAAVR	chemical	1
RMGL	SIBDL	chemical	2
RMGL	SIBDR	chemical	1
RMGL	SIBVL	chemical	2
RMGL	SMBVL	chemical	1
RMGL	URXL	chemical	1
RMGR	AIMR	chemical	2
RMGR	ASHR	chemical	1
RMGR	ASKR	electrical	1
RMGR	AVBR	chemical	1
RMGR	AVER	chemical	2
RMGR	AVFL	chemical	1
RMGR	AVFR	chemical	1
RMGR	BWM-DR02	chemical	1
RMGR	BWM-DR06	chemical	4
RMGR	BWM-DR08	chemical	1
RMGR	BWM-VR02	chemical	1
RMGR	BWM-VR04	chemical	1
RMGR	BWM-VR06	chemical	3
RMGR	BWM-VR08	chemical	2
RMGR	IL2R	electrical	1
RMGR	RMDL	chemical	5
RMGR	RMDR	chemical	4
RMGR	RMDVL	chemical	1
RMGR	RMDVR	chemical	2
RMGR	RMHL	chemical	1
RMGR	RMHR	electrical	1
RMGR	SAADR	chemical	1
RMGR	SIADL	chemical	1
RMGR	SIBDL	chemical	1
RMGR	SIBDR	chemical	1
RMGR	SIBVR	chemical	1
RMGR	SMBVR	chemical	1
RMGR	URXR	chemical	1
RMHL	AVKL	chemical	2
RMHL	BWM-DR02	chemical	4
RMHL	BWM-VR02	chemical	2
RMHL	RIGR	chemical	2
RMHL	RMDL	chemical	2
RMHL	RMDR	chemical	4
RMHL	RMFL	chemical	3
RMHL	RMGR	chemical	1
RMHR	AVKR	chemical	1
RMHR	BWM-DL02	chemical	6
RMHR	BWM-DL04	chemical	4
RMHR	BWM-VL02	chemical	5
RMHR	BWM-VL04	chemical	4
RMHR	IL1L	electrical	1
RMHR	RIGL	chemical	1
RMHR	RMDL	chemical	4
RMHR	RMDR	chemical	2
RMHR	RMDR	electrical	1
RMHR	RMFR	chemical	7
SAADL	ALNR	electrical	1
SAADL	AVAL	chemical	11
SAADL	OLLR	chemical	3
SAADL	RIML	chemical	5
SAADL	RIMR	chemical	10
SAADL	RMFR	chemical	3
SAADL	SMBDL	electrical	3
SAADL	SMDVR	chemical	3
SAADR	ALNL	electrical	1
SAADR	AVAL	chemical	1
SAADR	AVAR	chemical	9
SAADR	AVEL	chemical	1
SAADR	OLLL	chemical	1
SAADR	RIML	chemical	8
SAADR	RIMR	chemical	8
SAADR	RMFL	chemical	2
SAADR	RMGL	chemical	1
SAADR	SMBDR	electrical	3
SAADR	SMDVL	chemical	5
SAAVL	AIBL	chemical	1
SAAVL	AVAL	chemical	19
SAAVL	RIML	chemical	2
SAAVL	RIMR	chemical	15
SAAVL	RMDVL	electrical	1
SAAVL	RMFR	chemical	2
SAAVL	SAADR	electrical	1
SAAVL	SMBVR	electrical	2
SAAVL	SMDDR	chemical	7
SAAVR	AVAR	chemical	21
SAAVR	RIML	chemical	17
SAAVR	RIMR	chemical	6
SAAVR	SMBVL	electrical	1
SAAVR	SMDDL	chemical	6
SDQL	AIBL	chemical	1
SDQL	AIBR	chemical	2
SDQL	AVAL	chemical	2
SDQL	AVAR	chemical	3
SDQL	FLPL	chemical	1
SDQL	IL1L	chemical	1
SDQL	RIS	chemical	1
SDQL	SMBVL	chemical	1
SDQL	SMDDL	chemical	1
SDQR	AIBL	chemical	1
SDQR	AVAR	chemical	1
SDQR	AVBL	chemical	3
SDQR	AVBR	chemical	8
SDQR	DVA	chemical	7
SDQR	RICR	chemical	1
SDQR	SDQL	chemical	1
SDQR	SIBVL	chemical	1
SDQR	SMDDR	chemical	1
SIBDL	RIBL	electrical	1
SIBVL	RIBL	electrical	3
SIBVL	SMBDR	electrical	1
SIBVR	SMBDR	electrical	1
SMBDL	ADAL	chemical	3
SMBDL	ALNR	chemical	2
SMBDL	BWM-DR01	chemical	3
SMBDL	BWM-DR02	chemical	1
SMBDL	BWM-DR03	chemical	4
SMBDL	BWM-DR04	chemical	3
SMBDL	BWM-DR05	chemical	5
SMBDL	BWM-DR06	chemical	1
SMBDL	BWM-DR07	chemical	2
SMBDL	RMDDL	chemical	1
SMBDL	RMED	chemical	4
SMBDL	SAAVL	chemical	2
SMBDL	SAAVR	chemical	9
SMBDR	ADAL	chemical	1
SMBDR	ALNL	chemical	3
SMBDR	AVAL	chemical	1
SMBDR	BWM-DL01	chemical	4
SMBDR	BWM-DL02	chemical	3
SMBDR	BWM-DL03	chemical	4
SMBDR	BWM-DL04	chemical	3
SMBDR	BWM-DL05	chemical	5
SMBDR	BWM-DL06	chemical	2
SMBDR	BWM-DL07	chemical	1
SMBDR	RMDDR	chemical	1
SMBDR	RMED	chemical	5
SMBDR	SAAVL	chemical	7
SMBDR	SAAVR	chemical	1
SMBDR	SIADR	chemical	1
SMBDR	SIBDL	chemical	2
SMBVL	BWM-VL01	chemical	3
SMBVL	BWM-VL02	chemical	3
SMBVL	BWM-VL03	chemical	6
SMBVL	BWM-VL04	chemical	3
SMBVL	BWM-VL05	chemical	4
SMBVL	BWM-VL06	chemical	1
SMBVL	BWM-VL07	chemical	2
SMBVL	excgl	chemical	1
SMBVL	PLNL	chemical	2
SMBVL	RMDVR	chemical	2
SMBVL	RMEV	chemical	3
SMBVL	SAADL	chemical	6
SMBVR	BWM-VR01	chemical	4
SMBVR	BWM-VR02	chemical	1
SMBVR	BWM-VR03	chemical	5
SMBVR	BWM-VR04	chemical	4
SMBVR	BWM-VR05	chemical	7
SMBVR	BWM-VR06	chemical	1
SMBVR	BWM-VR07	chemical	4
SMBVR	BWM-VR08	chemical	1
SMBVR	CEPVR	chemical	2
SMBVR	excgl	chemical	1
SMBVR	PLNR	chemical	3
SMBVR	RMDVL	chemical	1
SMBVR	RMEV	chemical	6
SMBVR	SAADR	chemical	6
SMDDL	BWM-DR01	chemical	1
SMDDL	BWM-DR03	chemical	2
SMDDL	BWM-DR04	chemical	1
SMDDL	BWM-DR05	chemical	5
SMDDL	BWM-DR06	chemical	1
SMDDL	BWM-DR07	chemical	1
SMDDL	CEPDR	chemical	1
SMDDL	RIAL	chemical	8
SMDDL	RIAR	chemical	7
SMDDL	RIML	chemical	1
SMDDL	RMDDL	electrical	1
SMDDL	RMDL	electrical	1
SMDDL	RMDR	chemical	2
SMDDL	SMDDR	electrical	1
SMDDL	SMDVR	chemical	7
SMDDR	BWM-DL01	chemical	1
SMDDR	BWM-DL03	chemical	3
SMDDR	BWM-DL04	chemical	1
SMDDR	BWM-DL05	chemical	3
SMDDR	BWM-DL06	chemical	1
SMDDR	BWM-DL07	chemical	1
SMDDR	BWM-DR05	chemical	1
SMDDR	RIAL	chemical	8
SMDDR	RIAR	chemical	5
SMDDR	RIMR	chemical	1
SMDDR	RIS	chemical	1
SMDDR	RMDL	chemical	1
SMDDR	RMDR	chemical	2
SMDDR	SMDVL	chemical	7
SMDVL	AVKR	electrical	1
SMDVL	BWM-VL03	chemical	1
SMDVL	BWM-VR01	chemical	1
SMDVL	BWM-VR03	chemical	2
SMDVL	BWM-VR05	chemical	1
SMDVL	RIAL	chemical	7
SMDVL	RIAL	electrical	1
SMDVL	RIAR	chemical	11
SMDVL	RIBL	electrical	1
SMDVL	SMDDR	chemical	7
SMDVR	BWM-VL01	chemical	1
SMDVR	BWM-VL03	chemical	2
SMDVR	BWM-VL04	chemical	1
SMDVR	BWM-VL05	chemical	2
SMDVR	BWM-VL06	chemical	1
SMDVR	CEPVL	chemical	1
SMDVR	OLLL	chemical	1
SMDVR	RIAL	chemical	7
SMDVR	RIAR	chemical	6
SMDVR	RIMR	chemical	1
SMDVR	RIS	chemical	1
SMDVR	SMDDL	chemical	7
URADL	BWM-DL01	chemical	9
URADL	BWM-DL02	chemical	5
URADL	BWM-DL03	chemical	4
URADL	BWM-DL04	chemical	2
URADL	BWM-VL02	chemical	1
URADL	IL1DL	chemical	4
URADL	RIPL	chemical	5
URADL	RMDDR	chemical	3
URADL	RMED	chemical	2
URADL	RMEL	chemical	2
URADR	BWM-DR01	chemical	6
URADR	BWM-DR02	chemical	5
URADR	BWM-DR03	chemical	3
URADR	IL1DR	chemical	3
URADR	IL1R	chemical	1
URADR	RIPR	chemical	4
URADR	RMDDL	chemical	1
URADR	RMED	chemical	2
URADR	RMER	chemical	2
URAVL	BWM-VL01	chemical	6
URAVL	BWM-VL02	chemical	9
URAVL	BWM-VL03	chemical	1
URAVL	IL1VL	chemical	5
URAVL	RIPL	chemical	3
URAVL	RMEL	chemical	4
URAVL	RMEV	chemical	3
URAVR	BWM-VR01	chemical	7
URAVR	BWM-VR02	chemical	7
URAVR	BWM-VR03	chemical	2
URAVR	BWM-VR04	chemical	2
URAVR	GLRR	chemical	1
URAVR	IL1R	chemical	1
URAVR	IL1VR	chemical	1
URAVR	RIPR	chemical	2
URAVR	RMER	chemical	3
URAVR	RMEV	chemical	2
URBL	ADAL	chemical	5
URBL	ADEL	chemical	1
URBL	AVBL	chemical	2
URBL	AVDL	chemical	1
URBL	CEPDL	chemical	2
URBL	CEPVL	chemical	1
URBL	IL1L	chemical	3
URBL	OLLL	chemical	1
URBL	RICL	chemical	1
URBL	RICR	chemical	5
URBL	RMDDL	chemical	1
URBL	RMDDR	chemical	1
URBL	RMDR	chemical	1
URBL	RMGL	chemical	1
URBL	RMHR	chemical	1
URBL	SIADR	chemical	1
URBL	SMBVL	chemical	1
URBL	SMDDR	chemical	1
URBL	URBL	chemical	2
URBL	URXL	chemical	9
URBR	ADAR	chemical	3
URBR	AVBR	chemical	1
URBR	CEPDR	chemical	2
URBR	CEPVR	chemical	1
URBR	IL1R	chemical	1
URBR	OLLR	chemical	1
URBR	RICL	chemical	2
URBR	RMDL	chemical	1
URBR	SDQR	chemical	1
URBR	SIAVR	chemical	2
URBR	SMBDL	chemical	1
URBR	URXR	chemical	8
URXL	AQR	chemical	1
URXL	AUAL	chemical	14
URXL	AVEL	chemical	4
URXL	IL2L	chemical	1
URXL	IL2L	electrical	1
URXL	RIAL	chemical	21
URXL	RICL	chemical	3
URXL	RICR	chemical	2
URXL	RIGL	chemical	10
URXL	RIR	chemical	7
URXL	RMGL	chemical	2
URXL	RMGL	electrical	2
URXL	SMBDR	chemical	1
URXR	AIBL	chemical	1
URXR	ALMR	electrical	2
URXR	AQR	chemical	1
URXR	AUAR	chemical	17
URXR	AVER	chemical	3
URXR	IL1R	chemical	1
URXR	IL2R	chemical	3
URXR	IL2R	electrical	1
URXR	RIAR	chemical	29
URXR	RICL	chemical	1
URXR	RICR	chemical	4
URXR	RIGR	chemical	9
URXR	RIR	chemical	7
URXR	RMGR	chemical	1
URXR	RMGR	electrical	1
URXR	URBR	electrical	1
URYDL	AVBL	chemical	1
URYDL	AVBR	chemical	1
URYDL	AVDL	chemical	2
URYDL	AVDR	chemical	1
URYDL	AVEL	chemical	1
URYDL	AVER	chemical	7
URYDL	BWM-DL01	chemical	1
URYDL	BWM-DL03	chemical	3
URYDL	CEPDL	chemical	3
URYDL	IL1DL	chemical	6
URYDL	OLQDL	chemical	1
URYDL	RIBL	chemical	3
URYDL	RID	chemical	1
URYDL	RMDDR	chemical	6
URYDL	RMDVL	chemical	16
URYDL	SMDDR	chemical	7
URYDR	AVAR	electrical	1
URYDR	AVBR	chemical	1
URYDR	AVDR	chemical	1
URYDR	AVEL	chemical	5
URYDR	BWM-DR01	chemical	2
URYDR	BWM-DR03	chemical	1
URYDR	IL1DR	chemical	4
URYDR	OLLR	chemical	1
URYDR	OLQDR	chemical	1
URYDR	RIBR	chemical	3
URYDR	RMDDL	chemical	7
URYDR	RMDVR	chemical	16
URYDR	SMDDL	chemical	4
URYVL	AVBL	chemical	1
URYVL	AVER	chemical	11
URYVL	BWM-VL01	chemical	1
URYVL	BWM-VL03	chemical	1
URYVL	IL1VL	chemical	3
URYVL	OLLL	chemical	1
URYVL	RIBL	chemical	7
URYVL	RID	chemical	1
URYVL	RIS	chemical	1
URYVL	RMDDL	chemical	14
URYVL	RMDVR	chemical	6
URYVL	SIBVL	chemical	1
URYVL	SIBVR	chemical	2
URYVL	SMDVR	chemical	6
URYVR	AIBL	chemical	1
URYVR	AVAL	chemical	1
URYVR	AVAR	electrical	1
URYVR	AVBL	chemical	3
URYVR	AVBR	chemical	2
URYVR	AVDL	chemical	1
URYVR	AVEL	chemical	6
URYVR	BWM-VR01	chemical	1
URYVR	BWM-VR03	chemical	2
URYVR	BWM-VR05	chemical	1
URYVR	IL1VR	chemical	3
URYVR	RIBR	chemical	2
URYVR	RIGR	electrical	1
URYVR	RIPR	chemical	1
URYVR	RMDDR	chemical	11
URYVR	RMDVL	chemical	8
URYVR	SIBDR	chemical	1
URYVR	SIBVL	chemical	2
URYVR	SIBVR	chemical	1
URYVR	SMDVL	chemical	4
